step,total_updates,epoch,batch_in_epoch,samples_seen,mean_loss,per_target_loss,per_process_loss,target_names,process_names,step_dt,rebuild_count,holdout_loss,holdout_label,epoch_mean_loss,epoch_time_seconds,grad_norm,n_failed_samples,failed_processes
604,800,604,1,1812,0.1142317467,0.071841678;0.07729222007;0.07484574483;0.232947344,0.1730553802;0.06794643848;0.1016934215,biomass;glucose;product;gp_nll,run_3;run_1;run_2,7.684143,0,,,0.1142317467,7.684143,0.01301349062,0,
605,800,605,1,1815,0.1141904151,0.07184361812;0.07731427;0.07484850864;0.2327552637,0.1016507207;0.06789820665;0.173022318,biomass;glucose;product;gp_nll,run_2;run_1;run_3,7.993581,0,,,0.1141904151,7.993581,0.01295643577,0,
606,800,606,1,1818,0.1141494616,0.07184560304;0.07733647963;0.07485239029;0.2325633734,0.1729890683;0.1016092012;0.06785011525,biomass;glucose;product;gp_nll,run_3;run_2;run_1,7.100856,0,,,0.1141494616,7.100856,0.01289786383,0,
607,800,607,1,1821,0.1141085706,0.07184732241;0.07735827159;0.07485521161;0.2323734768,0.101566885;0.1729561585;0.06780266831,biomass;glucose;product;gp_nll,run_2;run_3;run_1,7.986053,0,,,0.1141085706,7.986053,0.01284773742,0,
608,800,608,1,1824,0.1140679798,0.07184864642;0.07737930432;0.07485804047;0.2321859279,0.1729234363;0.1015248503;0.06775565273,biomass;glucose;product;gp_nll,run_3;run_2;run_1,8.120674,0,,,0.1140679798,8.120674,0.01279859362,0,
609,800,609,1,1827,0.1140277249,0.07184951296;0.07739943096;0.07486040681;0.2320015488,0.1728908244;0.06770903856;0.1014833117,biomass;glucose;product;gp_nll,run_3;run_1;run_2,7.369124,0,,,0.1140277249,7.369124,0.01275280845,0,
610,800,610,1,1830,0.1139879346,0.0718498638;0.07741834328;0.07486238213;0.2318211491,0.1728582485;0.06766356053;0.1014419946,biomass;glucose;product;gp_nll,run_3;run_1;run_2,7.466265,0,,,0.1139879346,7.466265,0.01270983916,0,
611,800,611,1,1833,0.1139486301,0.07184954475;0.07743576025;0.07486391304;0.2316453023,0.1728256362;0.06761904268;0.1014012114,biomass;glucose;product;gp_nll,run_3;run_1;run_2,7.207298,0,,,0.1139486301,7.207298,0.01267810793,0,
612,800,612,1,1836,0.1139094343,0.07184778441;0.07745059839;0.074864004;0.2314753505,0.1013597285;0.1727928357;0.0675757387,biomass;glucose;product;gp_nll,run_2;run_3;run_1,7.506016,0,,,0.1139094343,7.506016,0.01263522918,0,
613,800,613,1,1839,0.1138705163,0.07184475167;0.07746303118;0.07486329983;0.2313109827,0.06753358515;0.1727598661;0.1013180978,biomass;glucose;product;gp_nll,run_1;run_3;run_2,7.105344,0,,,0.1138705163,7.105344,0.01259786313,0,
614,800,614,1,1842,0.1138319655,0.0718407179;0.07747340848;0.07486148197;0.2311522538,0.1727267093;0.06749258891;0.1012765985,biomass;glucose;product;gp_nll,run_3;run_1;run_2,7.392721,0,,,0.1138319655,7.392721,0.01256024648,0,
615,800,615,1,1845,0.1137934745,0.07183516869;0.07748112795;0.07485854548;0.2309990559,0.1726933646;0.1012343331;0.06745272589,biomass;glucose;product;gp_nll,run_3;run_2;run_1,7.712917,0,,,0.1137934745,7.712917,0.01251587151,0,
616,800,616,1,1848,0.1137554362,0.07182885873;0.0774871851;0.07485498339;0.2308507174,0.1011925526;0.1726598909;0.06741386498,biomass;glucose;product;gp_nll,run_2;run_3;run_1,7.418530,0,,,0.1137554362,7.418530,0.01247736938,0,
617,800,617,1,1851,0.113717703,0.07182165784;0.07749148296;0.07485068813;0.2307069831,0.06737595496;0.1011508468;0.1726263073,biomass;glucose;product;gp_nll,run_1;run_2;run_3,7.809938,0,,,0.113717703,7.809938,0.01243797147,0,
618,800,618,1,1854,0.1136803949,0.07181384347;0.07749440701;0.07484584016;0.2305674891,0.1011096105;0.06733892424;0.1725926501,biomass;glucose;product;gp_nll,run_2;run_1;run_3,7.408055,0,,,0.1136803949,7.408055,0.01240398125,0,
619,800,619,1,1857,0.1136429452,0.07180467031;0.07749510708;0.07483979039;0.2304322129,0.1010671717;0.1725588973;0.06730276653,biomass;glucose;product;gp_nll,run_2;run_3;run_1,8.160430,0,,,0.1136429452,8.160430,0.01235941841,0,
620,800,620,1,1860,0.1136059538,0.07179507955;0.07749480697;0.07483357804;0.2303003507,0.1010254007;0.1725251336;0.06726732712,biomass;glucose;product;gp_nll,run_2;run_3;run_1,7.910922,0,,,0.1136059538,7.910922,0.01231889042,0,
621,800,621,1,1863,0.1135691778,0.07178501307;0.07749353388;0.07482677398;0.2301713901,0.1724912537;0.1009837725;0.06723250706,biomass;glucose;product;gp_nll,run_3;run_2;run_1,8.191599,0,,,0.1135691778,8.191599,0.01227880932,0,
622,800,622,1,1866,0.1135327059,0.07177456066;0.07749150896;0.07481991267;0.2300448413,0.1724575629;0.1009423409;0.06719821394,biomass;glucose;product;gp_nll,run_3;run_2;run_1,7.707060,0,,,0.1135327059,7.707060,0.01223649809,0,
623,800,623,1,1869,0.1134964409,0.07176413759;0.0774885758;0.07481304969;0.2299200006,0.1009011728;0.06716398892;0.172424161,biomass;glucose;product;gp_nll,run_2;run_1;run_3,8.137184,0,,,0.1134964409,8.137184,0.01219666569,0,
624,800,624,1,1872,0.113460522,0.0717535686;0.07748614554;0.07480601394;0.2297963601,0.1008603097;0.06713039928;0.1723908571,biomass;glucose;product;gp_nll,run_2;run_1;run_3,8.581718,0,,,0.113460522,8.581718,0.01215790635,0,
625,800,625,1,1875,0.1134248767,0.07174310489;0.07748383483;0.07479907266;0.2296734944,0.1008197816;0.06709704632;0.1723578022,biomass;glucose;product;gp_nll,run_2;run_1;run_3,8.156190,0,,,0.1134248767,8.156190,0.01211994469,0,
626,800,626,1,1878,0.1133894592,0.07173277548;0.0774817327;0.07479228936;0.2295510392,0.1007796109;0.06706373254;0.1723250341,biomass;glucose;product;gp_nll,run_2;run_1;run_3,8.092910,0,,,0.1133894592,8.092910,0.01208248154,0,
627,800,627,1,1881,0.1133543228,0.07172276288;0.07748014006;0.07478573158;0.2294286566,0.1007398075;0.1722925887;0.06703057209,biomass;glucose;product;gp_nll,run_2;run_3;run_1,8.007600,0,,,0.1133543228,8.007600,0.01204616871,0,
628,800,628,1,1884,0.1133195218,0.07171317877;0.07747917259;0.07477956653;0.2293061692,0.1722602569;0.06699738939;0.100700919,biomass;glucose;product;gp_nll,run_3;run_1;run_2,7.541703,0,,,0.1133195218,7.541703,0.01201025926,0,
629,800,629,1,1887,0.1132848505,0.07170377209;0.07747861493;0.07477355339;0.2291834616,0.1722284223;0.1006618799;0.06696424928,biomass;glucose;product;gp_nll,run_3;run_2;run_1,8.257821,0,,,0.1132848505,8.257821,0.01197450377,0,
630,800,630,1,1890,0.1132504215,0.07169473997;0.07747870226;0.07476781594;0.2290604278,0.1006232224;0.1721969334;0.06693110874,biomass;glucose;product;gp_nll,run_2;run_3;run_1,7.961673,0,,,0.1132504215,7.961673,0.01193879357,0,
631,800,631,1,1893,0.113216237,0.0716861061;0.0774794772;0.07476242476;0.2289369399,0.172165802;0.1005849583;0.06689795066,biomass;glucose;product;gp_nll,run_3;run_2;run_1,7.389084,0,,,0.113216237,7.389084,0.01190331087,0,
632,800,632,1,1896,0.1131820847,0.07167772183;0.07748049365;0.07475720684;0.2288129165,0.1005466924;0.1721350051;0.06686455658,biomass;glucose;product;gp_nll,run_2;run_3;run_1,7.825124,0,,,0.1131820847,7.825124,0.01186827728,0,
633,800,633,1,1899,0.1131484011,0.07166989677;0.07748270895;0.07475252545;0.228688473,0.06683136515;0.1005092426;0.1721045954,biomass;glucose;product;gp_nll,run_1;run_2;run_3,7.714563,0,,,0.1131484011,7.714563,0.01183310483,0,
634,800,634,1,1902,0.1131149503,0.07166242846;0.07748554703;0.07474814977;0.228563676,0.1720745268;0.06679816763;0.1004721565,biomass;glucose;product;gp_nll,run_3;run_1;run_2,8.068334,0,,,0.1131149503,8.068334,0.01179798546,0,
635,800,635,1,1905,0.113081731,0.07165528931;0.07748895505;0.07474405479;0.228438625,0.1004354212;0.1720447868;0.06676498507,biomass;glucose;product;gp_nll,run_2;run_3;run_1,8.157536,0,,,0.113081731,8.157536,0.01176292328,0,
636,800,636,1,1908,0.113048741,0.0716484432;0.07749286372;0.07474021007;0.2283134468,0.1003990225;0.1720153598;0.06673184058,biomass;glucose;product;gp_nll,run_2;run_3;run_1,8.157632,0,,,0.113048741,8.157632,0.01172793739,0,
637,800,637,1,1911,0.1130159783,0.07164184863;0.07749719414;0.07473658196;0.2281882886,0.06669876179;0.1003629455;0.1719862277,biomass;glucose;product;gp_nll,run_1;run_2;run_3,7.805500,0,,,0.1130159783,7.805500,0.01169305677,0,
638,800,638,1,1914,0.1129834426,0.07163546122;0.07750186443;0.07473313592;0.2280633088,0.1719573713;0.1003271747;0.06666578185,biomass;glucose;product;gp_nll,run_3;run_2;run_1,7.938451,0,,,0.1129834426,7.938451,0.01165830877,0,
639,800,639,1,1917,0.1129511326,0.07162923714;0.07750679324;0.07472983335;0.2279386666,0.1719287706;0.1002916945;0.06663293272,biomass;glucose;product;gp_nll,run_3;run_2;run_1,8.427783,0,,,0.1129511326,8.427783,0.01162373329,0,
640,800,640,1,1920,0.112919042,0.07162313286;0.07751188093;0.07472663503;0.2278145194,0.1719004059;0.06660023043;0.1002564898,biomass;glucose;product;gp_nll,run_3;run_1;run_2,7.622345,0,,,0.112919042,7.622345,0.01158937871,0,
641,800,641,1,1923,0.1128871697,0.07161710337;0.07751704757;0.07472350508;0.2276910226,0.1002215459;0.06656770577;0.1718722573,biomass;glucose;product;gp_nll,run_2;run_1;run_3,8.217003,0,,,0.1128871697,8.217003,0.01155527201,0,
642,800,642,1,1926,0.1128555147,0.07161110541;0.07752222016;0.07472040932;0.227568324,0.06653538997;0.1001868485;0.1718443057,biomass;glucose;product;gp_nll,run_1;run_2;run_3,8.142906,0,,,0.1128555147,8.142906,0.01152143142,0,
643,800,643,1,1929,0.1128240604,0.07160507361;0.07752728693;0.07471732291;0.2274465582,0.1718165335;0.1001523846;0.06650326316,biomass;glucose;product;gp_nll,run_3;run_2;run_1,8.348653,0,,,0.1128240604,8.348653,0.01148784225,0,
644,800,644,1,1932,0.1127928579,0.07159906872;0.07753231523;0.0747142101;0.2273258377,0.1001181429;0.1717889249;0.06647150599,biomass;glucose;product;gp_nll,run_2;run_3;run_1,7.716165,0,,,0.1127928579,7.716165,0.01145451411,0,
645,800,645,1,1935,0.1127618527,0.07159297186;0.07753712784;0.07471105622;0.2272062547,0.1717614661;0.1000841137;0.06643997818,biomass;glucose;product;gp_nll,run_3;run_2;run_1,8.586006,0,,,0.1127618527,8.586006,0.01142147472,0,
646,800,646,1,1938,0.1127309514,0.07158663794;0.07754158424;0.07470769708;0.2270878862,0.06640842035;0.1000502886;0.1717341451,biomass;glucose;product;gp_nll,run_1;run_2;run_3,8.330129,0,,,0.1127309514,8.330129,0.0113888862,0,
647,800,647,1,1941,0.1127003541,0.07158032758;0.07754588529;0.07470438051;0.226970823,0.1717069484;0.0663774557;0.1000166581,biomass;glucose;product;gp_nll,run_3;run_1;run_2,7.679910,0,,,0.1127003541,7.679910,0.01135640638,0,
648,800,648,1,1944,0.1126699614,0.07157388877;0.07754988609;0.07470096744;0.2268551032,0.1716798681;0.09998321763;0.06634679836,biomass;glucose;product;gp_nll,run_3;run_2;run_1,8.397287,0,,,0.1126699614,8.397287,0.0113241785,0,
649,800,649,1,1947,0.1126397711,0.07156731144;0.07755356918;0.07469745716;0.2267407465,0.1716528959;0.0999499664;0.06631645092,biomass;glucose;product;gp_nll,run_3;run_2;run_1,8.565857,0,,,0.1126397711,8.565857,0.01129218689,0,
650,800,650,1,1950,0.1126097863,0.07156060332;0.07755694337;0.07469384368;0.2266277549,0.06628641657;0.09991691281;0.1716260296,biomass;glucose;product;gp_nll,run_1;run_2;run_3,8.014334,0,,,0.1126097863,8.014334,0.01126044332,0,
651,800,651,1,1953,0.1125800116,0.07155377885;0.07756002795;0.0746901216;0.2265161181,0.1715992681;0.06625669381;0.09988407296,biomass;glucose;product;gp_nll,run_3;run_1;run_2,8.008861,0,,,0.1125800116,8.008861,0.0112290088,0,
652,800,652,1,1956,0.1125504373,0.07154677247;0.07756273782;0.07468641404;0.2264058248,0.1715726159;0.09985142122;0.06622727469,biomass;glucose;product;gp_nll,run_3;run_2;run_1,7.541587,0,,,0.1125504373,7.541587,0.0111967481,0,
653,800,653,1,1959,0.1125210007,0.07153963371;0.07756516456;0.07468250935;0.2262966953,0.09981879151;0.171546086;0.06619812477,biomass;glucose;product;gp_nll,run_2;run_3;run_1,8.116534,0,,,0.1125210007,8.116534,0.01116547898,0,
654,800,654,1,1962,0.1124918251,0.07153258081;0.07756758753;0.07467845708;0.2261886751,0.09978660296;0.06616918776;0.1715196846,biomass;glucose;product;gp_nll,run_2;run_1;run_3,7.556800,0,,,0.1124918251,7.556800,0.01113526667,0,
655,800,655,1,1965,0.1124628855,0.07152540576;0.0775698416;0.07467445987;0.2260818349,0.1714934055;0.06614083535;0.09975441572,biomass;glucose;product;gp_nll,run_3;run_1;run_2,8.427403,0,,,0.1124628855,8.427403,0.011105073,0,
656,800,656,1,1968,0.1124340858,0.07151804148;0.07757163937;0.07467046866;0.2259761938,0.09972241492;0.06611263611;0.1714672065,biomass;glucose;product;gp_nll,run_2;run_1;run_3,7.465470,0,,,0.1124340858,7.465470,0.01107536579,0,
657,800,657,1,1971,0.1124054479,0.07151056523;0.07757314803;0.07466628169;0.2258717966,0.1714411454;0.09969064576;0.06608455254,biomass;glucose;product;gp_nll,run_3;run_2;run_1,7.899613,0,,,0.1124054479,7.899613,0.01104625219,0,
658,800,658,1,1974,0.112376831,0.07150264618;0.0775739608;0.07466200193;0.2257687151,0.09965902095;0.06605673918;0.1714147329,biomass;glucose;product;gp_nll,run_2;run_1;run_3,7.701674,0,,,0.112376831,7.701674,0.0110203368,0,
659,800,659,1,1977,0.1123485907,0.07149483732;0.07757470333;0.07465752432;0.2256672979,0.0660293214;0.0996275692;0.1713888816,biomass;glucose;product;gp_nll,run_1;run_2;run_3,7.196299,0,,,0.1123485907,7.196299,0.01098564561,0,
660,800,660,1,1980,0.1123205978,0.07148710848;0.07757545273;0.0746529711;0.2255668591,0.09959630039;0.171363186;0.06600230717,biomass;glucose;product;gp_nll,run_2;run_3;run_1,7.679055,0,,,0.1123205978,7.679055,0.01095486796,0,
661,800,661,1,1983,0.1122927929,0.07147940902;0.07757619457;0.07464841815;0.2254671498,0.09956522463;0.171337793;0.06597536097,biomass;glucose;product;gp_nll,run_2;run_3;run_1,7.797619,0,,,0.1122927929,7.797619,0.01092639517,0,
662,800,662,1,1986,0.1122650179,0.07147151842;0.0775766187;0.07464370347;0.2253682309,0.1713122185;0.06594845493;0.09953438017,biomass;glucose;product;gp_nll,run_3;run_1;run_2,8.374654,0,,,0.1122650179,8.374654,0.01089897103,0,
663,800,663,1,1989,0.1122373152,0.07146325584;0.07757652509;0.07463920197;0.225270278,0.1712865229;0.06592192008;0.09950350274,biomass;glucose;product;gp_nll,run_3;run_1;run_2,7.961280,0,,,0.1122373152,7.961280,0.01086623187,0,
664,800,664,1,1992,0.1122101403,0.07145585587;0.07757752413;0.07463454015;0.2251726412,0.09947311073;0.06589546557;0.1712618447,biomass;glucose;product;gp_nll,run_2;run_1;run_3,7.857019,0,,,0.1122101403,7.857019,0.01083925432,0,
665,800,665,1,1995,0.112182684,0.07144757;0.07757735751;0.0746302223;0.2250755862,0.09944270898;0.1712361733;0.06586916973,biomass;glucose;product;gp_nll,run_2;run_3;run_1,7.396543,0,,,0.112182684,7.396543,0.01080892965,0,
666,800,666,1,1998,0.1121557051,0.07144006415;0.07757821309;0.07462574126;0.2249788017,0.1712112765;0.06584297527;0.09941286344,biomass;glucose;product;gp_nll,run_3;run_1;run_2,7.955922,0,,,0.1121557051,7.955922,0.0107818613,0,
667,800,667,1,2001,0.112128953,0.07143269149;0.07757921292;0.07462140982;0.2248824979,0.09938316536;0.06581692071;0.171186773,biomass;glucose;product;gp_nll,run_2;run_1;run_3,8.060204,0,,,0.112128953,8.060204,0.01075280284,0,
668,800,668,1,2004,0.1121022415,0.07142511977;0.07757999122;0.07461731698;0.2247865381,0.1711621515;0.06579098061;0.0993535924,biomass;glucose;product;gp_nll,run_3;run_1;run_2,7.364357,0,,,0.1121022415,7.364357,0.01072424616,0,
669,800,669,1,2007,0.1120756744,0.07141769958;0.07758098292;0.07461315634;0.2246908588,0.06576514311;0.1711377915;0.09932408863,biomass;glucose;product;gp_nll,run_1;run_3;run_2,7.883033,0,,,0.1120756744,7.883033,0.01069667924,0,
670,800,670,1,2010,0.1120493932,0.07141052014;0.07758226533;0.07460921068;0.2245955768,0.06573942943;0.0992951488;0.1711136015,biomass;glucose;product;gp_nll,run_1;run_2;run_3,8.371326,0,,,0.1120493932,8.371326,0.01066857033,0,
671,800,671,1,2013,0.1120233296,0.07140344223;0.07758367326;0.07460554633;0.2245006565,0.09926656701;0.1710895889;0.06571383286,biomass;glucose;product;gp_nll,run_2;run_3;run_1,7.367376,0,,,0.1120233296,7.367376,0.01064024475,0,
672,800,672,1,2016,0.1119972733,0.07139634213;0.0775851008;0.07460166401;0.2244059862,0.06568833278;0.1710657419;0.09923774517,biomass;glucose;product;gp_nll,run_1;run_3;run_2,7.367541,0,,,0.1119972733,7.367541,0.01061352552,0,
673,800,673,1,2019,0.1119714243,0.07138933786;0.07758662254;0.07459792548;0.2243118114,0.09920925664;0.1710420421;0.06566297423,biomass;glucose;product;gp_nll,run_2;run_3;run_1,7.720942,0,,,0.1119714243,7.720942,0.01058642944,0,
674,800,674,1,2022,0.1119457282,0.07138233023;0.07758810296;0.07459425212;0.2242182276,0.1710184953;0.09918091487;0.06563777448,biomass;glucose;product;gp_nll,run_3;run_2;run_1,7.627168,0,,,0.1119457282,7.627168,0.0105592215,0,
675,800,675,1,2025,0.111920282,0.07137545553;0.07758970103;0.07459070684;0.2241252645,0.09915301751;0.1709950897;0.06561273871,biomass;glucose;product;gp_nll,run_2;run_3;run_1,7.407881,0,,,0.111920282,7.407881,0.01053215463,0,
676,800,676,1,2028,0.111894869,0.07136844002;0.07759108247;0.07458700788;0.2240329458,0.1709718112;0.09912491704;0.06558787892,biomass;glucose;product;gp_nll,run_3;run_2;run_1,7.632984,0,,,0.111894869,7.632984,0.01050526716,0,
677,800,677,1,2031,0.1118696035,0.07136145131;0.07759245133;0.07458321856;0.223941293,0.09909696031;0.170948653;0.06556319735,biomass;glucose;product;gp_nll,run_2;run_3;run_1,7.463712,0,,,0.1118696035,7.463712,0.01047910652,0,
678,800,678,1,2034,0.1118446519,0.07135461035;0.07759391375;0.07457966239;0.223850421,0.1709255998;0.09906965837;0.06553869751,biomass;glucose;product;gp_nll,run_3;run_2;run_1,8.147578,0,,,0.1118446519,8.147578,0.01045222426,0,
679,800,679,1,2037,0.1118196352,0.07134749166;0.07759498218;0.07457579001;0.2237602771,0.0655143866;0.09904186166;0.1709026574,biomass;glucose;product;gp_nll,run_1;run_2;run_3,8.154054,0,,,0.1118196352,8.154054,0.01042602249,0,
680,800,680,1,2040,0.1117948929,0.07134044598;0.07759606619;0.0745721642;0.2236708953,0.06549012099;0.1708798199;0.09901473784,biomass;glucose;product;gp_nll,run_1;run_3;run_2,7.133106,0,,,0.1117948929,7.133106,0.01039970843,0,
681,800,681,1,2043,0.1117700722,0.07133304839;0.07759663913;0.07456834379;0.2235822577,0.0654660925;0.1708570874;0.09898703687,biomass;glucose;product;gp_nll,run_1;run_3;run_2,7.545893,0,,,0.1117700722,7.545893,0.01037524202,0,
682,800,682,1,2046,0.1117458176,0.07132627654;0.0775978702;0.0745645285;0.2234945951,0.0989607344;0.1708344274;0.06544229095,biomass;glucose;product;gp_nll,run_2;run_3;run_1,7.744375,0,,,0.1117458176,7.744375,0.01034835221,0,
683,800,683,1,2049,0.1117214471,0.07131903846;0.07759843378;0.07456059194;0.2234077244,0.09893380019;0.1708118609;0.06541868029,biomass;glucose;product;gp_nll,run_2;run_3;run_1,7.395838,0,,,0.1117214471,7.395838,0.01032265341,0,
684,800,684,1,2052,0.1116973439,0.07131190372;0.07759906127;0.07455678685;0.2233216238,0.1707893884;0.09890726977;0.06539537356,biomass;glucose;product;gp_nll,run_3;run_2;run_1,7.838665,0,,,0.1116973439,7.838665,0.01029697934,0,
685,800,685,1,2055,0.111673284,0.07130460142;0.07759941507;0.07455286999;0.2232362495,0.1707670131;0.0653721825;0.09888065639,biomass;glucose;product;gp_nll,run_3;run_1;run_2,7.933364,0,,,0.111673284,7.933364,0.01027133885,0,
686,800,686,1,2058,0.1116492638,0.07129717683;0.0775994562;0.07454888408;0.2231515381,0.06534902839;0.09885402181;0.1707447412,biomass;glucose;product;gp_nll,run_1;run_2;run_3,7.664606,0,,,0.1116492638,7.664606,0.01024621954,0,
687,800,687,1,2061,0.1116255811,0.07128997065;0.07759979701;0.07454506685;0.2230674897,0.06532614712;0.09882802542;0.1707225706,biomass;glucose;product;gp_nll,run_1;run_2;run_3,7.755368,0,,,0.1116255811,7.755368,0.01022168373,0,
688,800,688,1,2064,0.1116019575,0.07128260727;0.0775998731;0.07454118285;0.222984167,0.06530344202;0.09880194075;0.1707004899,biomass;glucose;product;gp_nll,run_1;run_2;run_3,7.587268,0,,,0.1116019575,7.587268,0.01019632117,0,
689,800,689,1,2067,0.1115785266,0.07127533578;0.07760000933;0.0745372897;0.2229014715,0.1706785085;0.0652808948;0.0987761764,biomass;glucose;product;gp_nll,run_3;run_1;run_2,7.475021,0,,,0.1115785266,7.475021,0.01017180036,0,
690,800,690,1,2070,0.11155518,0.07126795617;0.07759995479;0.07453338883;0.2228194201,0.1706566212;0.09875041085;0.06525850787,biomass;glucose;product;gp_nll,run_3;run_2;run_1,7.786906,0,,,0.11155518,7.786906,0.01014775695,0,
691,800,691,1,2073,0.1115319669,0.0712605688;0.07759982286;0.07452940239;0.2227380736,0.1706348141;0.09872479506;0.06523629156,biomass;glucose;product;gp_nll,run_3;run_2;run_1,7.613353,0,,,0.1115319669,7.613353,0.01012500403,0,
692,800,692,1,2076,0.111508808,0.07125292252;0.07759925674;0.07452542062;0.222657632,0.1706130326;0.06521428116;0.09869911014,biomass;glucose;product;gp_nll,run_3;run_1;run_2,7.209144,0,,,0.111508808,7.209144,0.01010130281,0,
693,800,693,1,2079,0.1114859946,0.07124551997;0.07759887611;0.07452147149;0.2225781108,0.06519247843;0.1705916578;0.0986738476,biomass;glucose;product;gp_nll,run_1;run_3;run_2,7.216394,0,,,0.1114859946,7.216394,0.01007716212,0,
694,800,694,1,2082,0.1114632374,0.07123795319;0.07759819306;0.07451735827;0.2224994451,0.09864874132;0.06517087087;0.1705701,biomass;glucose;product;gp_nll,run_2;run_1;run_3,6.556272,0,,,0.1114632374,6.556272,0.01005402686,0,
695,800,695,1,2085,0.1114406064,0.07123028184;0.07759727048;0.07451320088;0.2224216725,0.06514946455;0.1705485978;0.09862375693,biomass;glucose;product;gp_nll,run_1;run_3;run_2,6.654416,0,,,0.1114406064,6.654416,0.010031249,0,
696,800,696,1,2088,0.1114182794,0.07122281085;0.07759647803;0.07450898856;0.2223448403,0.1705271427;0.09859942844;0.0651282672,biomass;glucose;product;gp_nll,run_3;run_2;run_1,6.560515,0,,,0.1114182794,6.560515,0.01000494029,0,
697,800,697,1,2091,0.1113960001,0.07121521315;0.07759548623;0.07450477895;0.2222685222,0.06510720162;0.09857500927;0.1705057895,biomass;glucose;product;gp_nll,run_1;run_2;run_3,6.643642,0,,,0.1113960001,6.643642,0.009981423151,0,
698,800,698,1,2094,0.1113736348,0.07120730631;0.07759411373;0.07450045211;0.222192667,0.06508641734;0.09854994457;0.1704845424,biomass;glucose;product;gp_nll,run_1;run_2;run_3,6.704261,0,,,0.1113736348,6.704261,0.009958488216,0,
699,800,699,1,2097,0.1113516839,0.07119989288;0.07759327343;0.07449627734;0.222117292,0.06506560545;0.1704633907;0.09852605562,biomass;glucose;product;gp_nll,run_1;run_3;run_2,6.738415,0,,,0.1113516839,6.738415,0.009935990235,0,
700,800,700,1,2100,0.1113297034,0.07119220502;0.07759205193;0.07449209773;0.2220424591,0.170442316;0.06504492982;0.09850186452,biomass;glucose;product;gp_nll,run_3;run_1;run_2,7.015420,0,,,0.1113297034,7.015420,0.009913093725,0,
701,800,701,1,2103,0.1113078383,0.07118451975;0.0775907903;0.0744878972;0.2219681458,0.06502438613;0.09847779963;0.170421329,biomass;glucose;product;gp_nll,run_1;run_2;run_3,6.873013,0,,,0.1113078383,6.873013,0.009890475263,0,
702,800,702,1,2106,0.111286097,0.07117683195;0.0775894779;0.07448372704;0.221894351,0.09845385315;0.06500397389;0.1704004639,biomass;glucose;product;gp_nll,run_2;run_1;run_3,7.012961,0,,,0.111286097,7.012961,0.009867912156,0,
703,800,703,1,2109,0.1112644773,0.07116914393;0.07758811887;0.07447958304;0.2218210635,0.06498369063;0.1703797088;0.09843003253,biomass;glucose;product;gp_nll,run_1;run_3;run_2,6.657160,0,,,0.1112644773,6.657160,0.009845433713,0,
704,800,704,1,2112,0.1112429488,0.07116141701;0.07758666545;0.07447544548;0.2217482672,0.06496353273;0.09840628657;0.1703590271,biomass;glucose;product;gp_nll,run_1;run_2;run_3,6.961353,0,,,0.1112429488,6.961353,0.009823069871,0,
705,800,705,1,2115,0.1112215822,0.07115380119;0.07758531905;0.07447126467;0.221675944,0.1703384076;0.06494349744;0.09838284169,biomass;glucose;product;gp_nll,run_3;run_1;run_2,7.112037,0,,,0.1112215822,7.112037,0.009801274412,0,
706,800,706,1,2118,0.1112001237,0.07114581794;0.07758347272;0.07446706327;0.2216041407,0.09835887801;0.1703179001;0.06492359289,biomass;glucose;product;gp_nll,run_2;run_3;run_1,6.907862,0,,,0.1112001237,6.907862,0.009779208245,0,
707,800,707,1,2121,0.1111789281,0.07113808776;0.07758188193;0.0744629025;0.2215328402,0.1702973153;0.09833565329;0.06490381573,biomass;glucose;product;gp_nll,run_3;run_2;run_1,6.907390,0,,,0.1111789281,6.907390,0.009757358606,0,
708,800,708,1,2124,0.1111580265,0.07113062062;0.07758056405;0.07445888521;0.221462036,0.1702771381;0.09831277674;0.06488416458,biomass;glucose;product;gp_nll,run_3;run_2;run_1,6.880382,0,,,0.1111580265,6.880382,0.009734695463,0,
709,800,709,1,2127,0.1111373006,0.07112327026;0.0775793701;0.07445496969;0.2213915924,0.09829027968;0.1702570071;0.06486461509,biomass;glucose;product;gp_nll,run_2;run_3;run_1,6.829291,0,,,0.1111373006,6.829291,0.009713414403,0,
710,800,710,1,2130,0.1111164882,0.07111563982;0.07757780048;0.07445093642;0.2213215762,0.1702368736;0.09826741209;0.06484517901,biomass;glucose;product;gp_nll,run_3;run_2;run_1,6.718875,0,,,0.1111164882,6.718875,0.009691759307,0,
711,800,711,1,2133,0.1110958072,0.07110807419;0.07757627958;0.07444690225;0.2212519729,0.1702168901;0.06482585356;0.09824467797,biomass;glucose;product;gp_nll,run_3;run_1;run_2,6.612615,0,,,0.1110958072,6.612615,0.009670356632,0,
712,800,712,1,2136,0.1110737137,0.07110046883;0.07756881273;0.07444278483;0.2211827884,0.09822207392;0.06480663963;0.1701924276,biomass;glucose;product;gp_nll,run_2;run_1;run_3,6.535638,0,,,0.1110737137,6.535638,0.009648602841,0,
713,800,713,1,2139,0.1110532576,0.0710929471;0.07756729155;0.07443880406;0.2211139876,0.06478753066;0.1701726463;0.09819959583,biomass;glucose;product;gp_nll,run_1;run_3;run_2,6.734870,0,,,0.1110532576,6.734870,0.009627628015,0,
