step,total_updates,epoch,batch_in_epoch,samples_seen,mean_loss,per_target_loss,per_process_loss,target_names,process_names,step_dt,rebuild_count,holdout_loss,holdout_label,epoch_mean_loss,epoch_time_seconds,grad_norm,n_failed_samples,failed_processes
137,400,137,1,3562,0.008721908206,0.01312931164;0.005004527597;0.008031885378,0.002982990392;0.01000794864;0.007847482846;0.009604197411;0.01855400876;0.01969752179;0.008485583608;0.0158416965;0.003667271883;0.0005227270381;0.00847549142;0.00246690032;0.007521054479;0.004943496667;0.007213890542;0.005783480702;0.0007698770626;0.01152511377;0.006539461749;0.006425389644;0.002827033596;0.0152189241;0.03143449258;0.006574064204;0.00500555777;0.006833955885,biomass;glucose;product,H1_run_1;H2_run_5;H1_run_2;H2_run_6;H3_run_4;H1_run_3;H4_run_5;H1_run_5;H3_run_3;T_run_2;H2_run_1;H3_run_2;H4_run_4;H3_run_6;H2_run_3;H4_run_6;T_run_1;H2_run_4;H4_run_2;H4_run_3;H4_run_1;H3_run_5;H1_run_6;H2_run_2;H1_run_4;H3_run_1,0.139112,0,,,0.008721908206,0.139112,0.0002569985101,0,
138,400,138,1,3588,0.008716838208,0.01312310067;0.005004178797;0.00802323516,0.002823714836;0.006447617281;0.0007654380553;0.01153907546;0.006566835178;0.002471790189;0.005003044824;0.009642575054;0.007199666755;0.01857099404;0.003667130623;0.006540477138;0.008455815148;0.005771754349;0.006848110843;0.01966272669;0.03137187069;0.00785370152;0.01582256491;0.002978717952;0.007485541705;0.0005195811316;0.01000041226;0.00843904364;0.01523328057;0.004956312559,biomass;glucose;product,H4_run_1;H4_run_3;T_run_1;H2_run_4;H2_run_2;H3_run_2;H1_run_4;H2_run_6;H2_run_3;H3_run_4;H3_run_3;H4_run_2;H2_run_1;H4_run_6;H3_run_1;H1_run_3;H1_run_6;H1_run_2;H1_run_5;H1_run_1;H4_run_4;T_run_2;H2_run_5;H4_run_5;H3_run_5;H3_run_6,0.139506,0,,,0.008716838208,0.139506,0.000252459239,0,
139,400,139,1,3614,0.008711912155,0.01311703661;0.005003794952;0.008014904905,0.009681228997;0.002475902454;0.011553348;0.0185863724;0.005761261786;0.006860621507;0.008437673746;0.00496762872;0.002974185896;0.01962811094;0.007186502371;0.005000344759;0.009994067187;0.00839407064;0.000516575963;0.007859117412;0.015803333;0.01524617328;0.007451332353;0.006542017895;0.002820897361;0.003666946306;0.006470009237;0.0007611952338;0.006560497002;0.03131030159,biomass;glucose;product,H2_run_6;H3_run_2;H2_run_4;H3_run_4;H4_run_6;H3_run_1;H2_run_1;H3_run_6;H1_run_1;H1_run_3;H2_run_3;H1_run_4;H2_run_5;H4_run_5;T_run_2;H1_run_2;H1_run_5;H3_run_5;H4_run_4;H4_run_2;H4_run_1;H3_run_3;H4_run_3;T_run_1;H2_run_2;H1_run_6,0.136283,0,,,0.008711912155,0.136283,0.0002481951923,0,
140,400,140,1,3640,0.0087071239,0.01311111209;0.005003372941;0.008006886671,0.007418321253;0.01156761291;0.002479258706;0.008350577572;0.01959404573;0.007174214457;0.00654383775;0.0186004295;0.006871591847;0.004977527124;0.003666757122;0.007863897214;0.009719835351;0.004997606584;0.002818471701;0.00998869765;0.0007571575058;0.008420853419;0.006492315045;0.01578433591;0.00296934674;0.03125023158;0.006554889917;0.005751841376;0.0005137181315;0.0152578493,biomass;glucose;product,H4_run_4;H2_run_4;H3_run_2;H4_run_5;H1_run_3;H2_run_3;H4_run_2;H3_run_4;H3_run_1;H3_run_6;H3_run_3;H1_run_2;H2_run_6;H1_run_4;H4_run_1;H2_run_5;T_run_1;H2_run_1;H4_run_3;H1_run_5;H1_run_1;H1_run_6;H2_run_2;H4_run_6;T_run_2;H3_run_5,0.148802,0,,,0.0087071239,0.148802,0.0002442654013,0,
141,400,141,1,3666,0.008702467194,0.01310532104;0.005002910211;0.007999170327,0.009758083831;0.01861343505;0.004994967425;0.004986085464;0.005743341373;0.007868198529;0.006514296891;0.002816335266;0.007162626868;0.01158156758;0.006545723705;0.006881120144;0.01956087755;0.0005110147567;0.03119208124;0.007386404784;0.01526854129;0.002964157608;0.01576588771;0.008308478341;0.003666597741;0.006549864122;0.00840514457;0.0007533346193;0.002481880502;0.00998410008,biomass;glucose;product,H2_run_6;H3_run_4;H1_run_4;H3_run_6;H4_run_6;H1_run_2;H4_run_3;H4_run_1;H2_run_3;H2_run_4;H4_run_2;H3_run_1;H1_run_3;T_run_2;H1_run_6;H4_run_4;H3_run_5;H1_run_1;H1_run_5;H4_run_5;H3_run_3;H2_run_2;H2_run_1;T_run_1;H3_run_2;H2_run_5,0.227985,0,,,0.008702467194,0.227985,0.0002407201073,0,
142,400,142,1,3692,0.008697934832,0.01309965675;0.005002404508;0.007991743234,0.007151571653;0.006535731891;0.0005084724323;0.004992551408;0.003666498977;0.01952892525;0.01527846569;0.00735548163;0.00826768819;0.01159492776;0.006547476177;0.03113624143;0.006545280955;0.0028143931;0.009795680773;0.01862564099;0.009980084611;0.008390343869;0.004993376625;0.005735620809;0.002958580521;0.0007497360421;0.002483789196;0.006889298382;0.007872168447;0.01574827883,biomass;glucose;product,H2_run_3;H4_run_3;T_run_2;H1_run_4;H3_run_3;H1_run_3;H3_run_5;H4_run_4;H4_run_5;H2_run_4;H4_run_2;H1_run_6;H2_run_2;H4_run_1;H2_run_6;H3_run_4;H2_run_5;H2_run_1;H3_run_6;H4_run_6;H1_run_1;T_run_1;H3_run_2;H3_run_1;H1_run_2;H1_run_5,0.131074,0,,,0.008697934832,0.131074,0.000237596748,0,
143,400,143,1,3718,0.008693519776,0.0130941127;0.005001854737;0.007984591888,0.003666487494;0.006896211765;0.009976476387;0.0007463700346;0.0310830698;0.01573177385;0.007325453572;0.008228124139;0.002812558564;0.0005060963979;0.00572855022;0.01949847745;0.00655641421;0.00499047555;0.01160742984;0.01528782124;0.002485005786;0.002952582611;0.01863727998;0.007875942337;0.006541035692;0.007140890363;0.004999468278;0.008376256197;0.006548910383;0.009832352029,biomass;glucose;product,H3_run_3;H3_run_1;H2_run_5;T_run_1;H1_run_6;H1_run_5;H4_run_4;H4_run_5;H4_run_1;T_run_2;H4_run_6;H1_run_3;H4_run_3;H1_run_4;H2_run_4;H3_run_5;H3_run_2;H1_run_1;H3_run_4;H1_run_2;H2_run_2;H2_run_3;H3_run_6;H2_run_1;H4_run_2;H2_run_6,0.146622,0,,,0.008693519776,0.146622,0.0002349182506,0,
144,400,144,1,3744,0.008689210792,0.01308867814;0.005001257171;0.007977697068,0.01864856434;0.01946979054;0.0005038899571;0.004988821303;0.005722012179;0.006576157048;0.03103288786;0.01161883281;0.002810753879;0.003666585513;0.0007432429752;0.008362696604;0.002485550832;0.01571660977;0.009973116587;0.00986784572;0.008189705487;0.01529678779;0.007879642931;0.007130435274;0.00294613625;0.005004422649;0.006536969976;0.006549857525;0.006901938434;0.007296226344,biomass;glucose;product,H3_run_4;H1_run_3;T_run_2;H1_run_4;H4_run_6;H4_run_3;H1_run_6;H2_run_4;H4_run_1;H3_run_3;T_run_1;H2_run_1;H3_run_2;H1_run_5;H2_run_5;H2_run_6;H4_run_5;H3_run_5;H1_run_2;H2_run_3;H1_run_1;H3_run_6;H2_run_2;H4_run_2;H3_run_1;H4_run_4,0.141681,0,,,0.008689210792,0.141681,0.0002326916237,0,
145,400,145,1,3770,0.008684999383,0.01308334477;0.005000611124;0.007971042254,0.007883379431;0.000740358952;0.009901934646;0.002485444288;0.01570299467;0.0005018541429;0.002939219193;0.004987676469;0.008349492064;0.01530552521;0.006594794196;0.006533007147;0.009969863503;0.01865968504;0.006550165795;0.002808910726;0.03098597839;0.01944308714;0.005008296178;0.007267710327;0.007120070552;0.003666810774;0.008152354206;0.005715901833;0.01162891998;0.006906549086,biomass;glucose;product,H1_run_2;T_run_1;H2_run_6;H3_run_2;H1_run_5;T_run_2;H1_run_1;H1_run_4;H2_run_1;H3_run_5;H4_run_3;H2_run_2;H2_run_5;H3_run_4;H4_run_2;H4_run_1;H1_run_6;H1_run_3;H3_run_6;H4_run_4;H2_run_3;H3_run_3;H4_run_5;H4_run_6;H2_run_4;H3_run_1,0.135556,0,,,0.008684999383,0.135556,0.0002309099007,0,
146,400,146,1,3796,0.008680875372,0.01307810234;0.004999915122;0.007964608656,0.008115995412;0.01569110681;0.01867081128;0.008336483196;0.007239821319;0.006529061557;0.007109673219;0.0004999876219;0.01941855505;0.009934418516;0.03094258358;0.002806970559;0.009966593112;0.006910106918;0.005011139492;0.006549701132;0.004987106182;0.01531417285;0.0116375003;0.003667176351;0.006612181491;0.002484705457;0.005710127117;0.002931814535;0.007887247027;0.0007377195944,biomass;glucose;product,H4_run_5;H1_run_5;H3_run_4;H2_run_1;H4_run_4;H2_run_2;H2_run_3;T_run_2;H1_run_3;H2_run_6;H1_run_6;H4_run_1;H2_run_5;H3_run_1;H3_run_6;H4_run_2;H1_run_4;H3_run_5;H2_run_4;H3_run_3;H4_run_3;H3_run_2;H4_run_6;H1_run_1;H1_run_2;T_run_1,0.171434,0,,,0.008680875372,0.171434,0.0002295530547,0,
147,400,147,1,3822,0.008676828263,0.01307293991;0.004999167883;0.007958376997,0.007891326556;0.009965125594;0.01868209022;0.004987160093;0.005704608864;0.007099133956;0.006912667602;0.01164440927;0.005012997393;0.007212481175;0.003667690588;0.006628197873;0.0193963466;0.00996319951;0.006525062097;0.03090290373;0.002923910609;0.002804884832;0.00808055774;0.01532284913;0.0004982868025;0.0007353241205;0.002483352912;0.01568109417;0.008323525728;0.006548347673,biomass;glucose;product,H1_run_2;H2_run_6;H3_run_4;H1_run_4;H4_run_6;H2_run_3;H3_run_1;H2_run_4;H3_run_6;H4_run_4;H3_run_3;H4_run_3;H1_run_3;H2_run_5;H2_run_2;H1_run_6;H1_run_1;H4_run_1;H4_run_5;H3_run_5;T_run_2;T_run_1;H3_run_2;H1_run_5;H2_run_1;H4_run_2,0.137861,0,,,0.008676828263,0.137861,0.0002285910448,0,
148,400,148,1,3848,0.008672847445,0.0130678461;0.004998368331;0.007952327902,0.007088357688;0.000496746105;0.002802615081;0.01164950953;0.007185618315;0.005699280771;0.009959595141;0.006914279339;0.006546007971;0.00498787246;0.005013908912;0.006642746089;0.007895684348;0.006520952423;0.0007331695578;0.01869364707;0.002915500801;0.009993914105;0.003668357101;0.01567307447;0.008310491711;0.008045973638;0.002481404439;0.0193765787;0.01533165146;0.03086709634,biomass;glucose;product,H2_run_3;T_run_2;H4_run_1;H2_run_4;H4_run_4;H4_run_6;H2_run_5;H3_run_1;H4_run_2;H1_run_4;H3_run_6;H4_run_3;H1_run_2;H2_run_2;T_run_1;H3_run_4;H1_run_1;H2_run_6;H3_run_3;H1_run_5;H2_run_1;H4_run_5;H3_run_2;H1_run_3;H3_run_5;H1_run_6,0.147896,0,,,0.008672847445,0.147896,0.0002279872289,0,
149,400,149,1,3874,0.008668926059,0.01306281464;0.004997517906;0.007946445633,0.0004953583475;0.002800132848;0.005694089212;0.0065166897;0.006542602959;0.005013907438;0.008012179553;0.008297270416;0.002906583269;0.01165278784;0.003669174819;0.01935933301;0.004989262428;0.002478876974;0.01534065637;0.01566713555;0.01870558548;0.0007312510885;0.006655753;0.00995571077;0.03083527606;0.007900372265;0.006914982991;0.007159168088;0.01002067311;0.007077263941,biomass;glucose;product,T_run_2;H4_run_1;H4_run_6;H2_run_2;H4_run_2;H3_run_6;H4_run_5;H2_run_1;H1_run_1;H2_run_4;H3_run_3;H1_run_3;H1_run_4;H3_run_2;H3_run_5;H1_run_5;H3_run_4;T_run_1;H4_run_3;H2_run_5;H1_run_6;H1_run_2;H3_run_1;H4_run_4;H2_run_6;H2_run_3,0.132925,0,,,0.008668926059,0.132925,0.000227704793,0,
150,400,150,1,3900,0.008665046172,0.01305782275;0.004996611271;0.007940704495,0.007065786781;0.007979115891;0.01165396459;0.00666716932;0.003670138076;0.01534992002;0.01934465639;0.007905428057;0.009951495056;0.03080751556;0.002475786586;0.00499133455;0.01004532259;0.01566333644;0.005688992792;0.002897160561;0.002797419405;0.006914812376;0.0187179883;0.006512245481;0.0004941151976;0.005013020977;0.008283768694;0.007133072854;0.0007295624669;0.00653807145,biomass;glucose;product,H2_run_3;H4_run_5;H2_run_4;H4_run_3;H3_run_3;H3_run_5;H1_run_3;H1_run_2;H2_run_5;H1_run_6;H3_run_2;H1_run_4;H2_run_6;H1_run_5;H4_run_6;H1_run_1;H4_run_1;H3_run_1;H3_run_4;H2_run_2;T_run_2;H3_run_6;H2_run_1;H4_run_4;T_run_1;H4_run_2,0.313664,0,,,0.008665046172,0.313664,0.0002276989927,0,
151,400,151,1,3926,0.008661201628,0.0130528645;0.004995650334;0.007935090049,0.008269911589;0.006532369898;0.002794465526;0.007910875406;0.003671236755;0.0004930076422;0.006913794325;0.01006781383;0.007946727195;0.004994079183;0.006507604918;0.006676969513;0.01165308219;0.005011272217;0.01873091801;0.002472148365;0.009946914469;0.01566170805;0.002887239208;0.00568396217;0.007053875;0.019332564;0.01535947837;0.03078384578;0.00710728224;0.0007280964756,biomass;glucose;product,H2_run_1;H4_run_2;H4_run_1;H1_run_2;H3_run_3;T_run_2;H3_run_1;H2_run_6;H4_run_5;H1_run_4;H2_run_2;H4_run_3;H2_run_4;H3_run_6;H3_run_4;H3_run_2;H2_run_5;H1_run_5;H1_run_1;H4_run_6;H2_run_3;H1_run_3;H3_run_5;H1_run_6;H4_run_4;T_run_1,0.154185,0,,,0.008661201628,0.154185,0.000227937651,0,
152,400,152,1,3952,0.008657385626,0.01304793245;0.004994636445;0.007929587987,0.00994195245;0.006502765932;0.01932303966;0.003672456456;0.01536934812;0.008255641914;0.01874441802;0.004997473333;0.002876829189;0.00652547134;0.006911949085;0.01165010873;0.007916724604;0.007041491515;0.005678979353;0.005008678889;0.002791270912;0.006685150688;0.0007268453585;0.01008812838;0.002467976416;0.01566225506;0.0004920264376;0.007081824012;0.03076425862;0.007914961808,biomass;glucose;product,H2_run_5;H2_run_2;H1_run_3;H3_run_3;H3_run_5;H2_run_1;H3_run_4;H1_run_4;H1_run_1;H4_run_2;H3_run_1;H2_run_4;H1_run_2;H2_run_3;H4_run_6;H3_run_6;H4_run_1;H4_run_3;T_run_1;H2_run_6;H3_run_2;H1_run_5;T_run_2;H4_run_4;H1_run_6;H4_run_5,0.132901,0,,,0.008657385626,0.132901,0.0002283949135,0,
153,400,153,1,3978,0.00865358359,0.01304300802;0.004993566228;0.007924176518,0.03074870539;0.005005254063;0.0007258012053;0.007922973215;0.006497738392;0.002787843608;0.01931603841;0.005001481756;0.008240919356;0.01164503562;0.01566495838;0.01010627652;0.007056521845;0.0004911625006;0.003673778752;0.005674037014;0.009936608594;0.007028612563;0.00651736412;0.01875851409;0.002865943416;0.006909290653;0.007883771356;0.006691731002;0.002463283827;0.01537952767,biomass;glucose;product,H1_run_6;H3_run_6;T_run_1;H1_run_2;H2_run_2;H4_run_1;H1_run_3;H1_run_4;H2_run_1;H2_run_4;H1_run_5;H2_run_6;H4_run_4;T_run_2;H3_run_3;H4_run_6;H2_run_5;H2_run_3;H4_run_2;H3_run_4;H1_run_1;H3_run_1;H4_run_5;H4_run_3;H3_run_2;H3_run_5,0.139475,0,,,0.00865358359,0.139475,0.0002290448473,0,
154,400,154,1,4004,0.008649789395,0.01303808418;0.004992441119;0.007918842886,0.00785311066;0.006508050881;0.007031412927;0.002784199215;0.007929606715;0.008225720178;0.01012229615;0.003675181303;0.005006057419;0.01931148838;0.0004904072356;0.00993089759;0.002854596981;0.006905827122;0.0007249562943;0.03073710318;0.01538999803;0.002458082648;0.005669137831;0.01566977657;0.006492543026;0.00500100649;0.00701522713;0.006696748784;0.0116378761;0.01877321543,biomass;glucose;product,H4_run_5;H4_run_2;H4_run_4;H4_run_1;H1_run_2;H2_run_1;H2_run_6;H3_run_3;H1_run_4;H1_run_3;T_run_2;H2_run_5;H1_run_1;H3_run_1;T_run_1;H1_run_6;H3_run_5;H3_run_2;H4_run_6;H1_run_5;H2_run_2;H3_run_6;H2_run_3;H4_run_3;H2_run_4;H3_run_4,0.157191,0,,,0.008649789395,0.157191,0.0002298791169,0,
155,400,155,1,4030,0.008645994665,0.01303315049;0.004991260992;0.007913572519,0.008210035617;0.009924848306;0.005011142807;0.007822936926;0.01878851637;0.00649754687;0.0156766489;0.002842806563;0.003676638152;0.0007243033292;0.0193092943;0.01162866279;0.000489752762;0.03072933633;0.00700133572;0.00245238388;0.007936599329;0.007006471859;0.006487210382;0.00278036014;0.01013625005;0.006901561037;0.004995940925;0.005664293686;0.01540072397;0.006700260292,biomass;glucose;product,H2_run_1;H2_run_5;H1_run_4;H4_run_5;H3_run_4;H4_run_2;H1_run_5;H1_run_1;H3_run_3;T_run_1;H1_run_3;H2_run_4;T_run_2;H1_run_6;H2_run_3;H3_run_2;H1_run_2;H4_run_4;H2_run_2;H4_run_1;H2_run_6;H3_run_1;H3_run_6;H4_run_6;H3_run_5;H4_run_3,0.148651,0,,,0.008645994665,0.148651,0.0002308966231,0,
156,400,156,1,4056,0.008642191271,0.01302819665;0.004990025635;0.00790835153,0.006986949129;0.009918502588;0.002830589731;0.00501667104;0.008193870301;0.00648587826;0.01161744516;0.00670233701;0.007943914877;0.03072525974;0.005659524871;0.006981677755;0.003678119966;0.01568549827;0.006481779667;0.01541165518;0.0004891920519;0.002446197473;0.006896489744;0.01880439801;0.002776354753;0.007793209155;0.004990058478;0.0007238356009;0.01014822361;0.01930934063,biomass;glucose;product,H2_run_3;H2_run_5;H1_run_1;H1_run_4;H2_run_1;H4_run_2;H2_run_4;H4_run_3;H1_run_2;H1_run_6;H4_run_6;H4_run_4;H3_run_3;H1_run_5;H2_run_2;H3_run_5;T_run_2;H3_run_2;H3_run_1;H3_run_4;H4_run_1;H4_run_5;H3_run_6;T_run_1;H2_run_6;H1_run_3,0.141349,0,,,0.008642191271,0.141349,0.0002321060739,0,
157,400,157,1,4082,0.008638371271,0.01302321246;0.004988734687;0.007903166664,0.005654859293;0.007763887305;0.00277221652;0.01882082985;0.01542272746;0.002817964256;0.008177240396;0.003679594279;0.006972087088;0.01015832163;0.005022567037;0.006476299057;0.01931149515;0.0004887189798;0.0007235470679;0.01569623437;0.006957013277;0.002439532351;0.006703063727;0.004983356941;0.007951507642;0.006473080327;0.03072470236;0.006890605732;0.009911914086;0.01160428686,biomass;glucose;product,H4_run_6;H4_run_5;H4_run_1;H3_run_4;H3_run_5;H1_run_1;H2_run_1;H3_run_3;H2_run_3;H2_run_6;H1_run_4;H2_run_2;H1_run_3;T_run_2;T_run_1;H1_run_5;H4_run_4;H3_run_2;H4_run_3;H3_run_6;H1_run_2;H4_run_2;H1_run_6;H3_run_1;H2_run_5;H2_run_4,0.131492,0,,,0.008638371271,0.131492,0.0002335251371,0,
158,400,158,1,4108,0.008634526498,0.01301818718;0.004987387481;0.007898004834,0.0004883282959;0.006470818299;0.01158926282;0.01570875699;0.008160171526;0.007959323241;0.01931561259;0.007734931419;0.002432396455;0.01883777151;0.009905147084;0.00688389696;0.01016666509;0.0007234323685;0.006956776821;0.003681025719;0.005650331697;0.002804947399;0.005028748716;0.03072747098;0.006702535725;0.006932463539;0.00497583115;0.006459195548;0.002767983124;0.01543386388,biomass;glucose;product,T_run_2;H2_run_2;H2_run_4;H1_run_5;H2_run_1;H1_run_2;H1_run_3;H4_run_5;H3_run_2;H3_run_4;H2_run_5;H3_run_1;H2_run_6;T_run_1;H2_run_3;H3_run_3;H4_run_6;H1_run_1;H1_run_4;H1_run_6;H4_run_3;H4_run_4;H3_run_6;H4_run_2;H4_run_1;H3_run_5,0.142586,0,,,0.008634526498,0.142586,0.00023517926,0,
159,400,159,1,4134,0.008630647761,0.01301310824;0.004985982824;0.007892852216,0.009898275415;0.002763695632;0.008142696542;0.007706300736;0.01157245619;0.01885517436;0.002791555233;0.0007234867767;0.002424796802;0.006700856006;0.01932153858;0.006465371469;0.007967299424;0.003682376221;0.03073335415;0.005035128186;0.01544497585;0.006941051572;0.005645982983;0.006908014859;0.01017338759;0.006444271652;0.004967473327;0.006876347112;0.01572295959;0.0004880155366,biomass;glucose;product,H2_run_5;H4_run_1;H2_run_1;H4_run_5;H2_run_4;H3_run_4;H1_run_1;T_run_1;H3_run_2;H4_run_3;H1_run_3;H2_run_2;H1_run_2;H3_run_3;H1_run_6;H1_run_4;H3_run_5;H2_run_3;H4_run_6;H4_run_4;H2_run_6;H4_run_2;H3_run_6;H3_run_1;H1_run_5;T_run_2,0.134117,0,,,0.008630647761,0.134117,0.0002371005245,0,
160,400,160,1,4160,0.008626728302,0.013007967;0.004984519818;0.007887698085,0.005641859614;0.006460070666;0.00495827334;0.006924949132;0.005041612941;0.009891381498;0.003683605208;0.03074212619;0.008124853131;0.01573873297;0.006698132416;0.0004877768908;0.0007237061227;0.002759397716;0.018872983;0.006867935786;0.006883653812;0.01932911365;0.01017863165;0.007677952722;0.002777801995;0.007975366792;0.01545596407;0.01155395532;0.006428359668;0.002416739548,biomass;glucose;product,H4_run_6;H2_run_2;H3_run_6;H2_run_3;H1_run_4;H2_run_5;H3_run_3;H1_run_6;H2_run_1;H1_run_5;H4_run_3;T_run_2;T_run_1;H4_run_1;H3_run_4;H3_run_1;H4_run_4;H1_run_3;H2_run_6;H4_run_5;H1_run_1;H1_run_2;H3_run_5;H2_run_4;H4_run_2;H3_run_2,0.236459,0,,,0.008626728302,0.236459,0.0002393259382,0,
161,400,161,1,4186,0.008622757869,0.01300274901;0.004982996371;0.007882528227,0.006454956091;0.006859365894;0.01018254496;0.007649842056;0.004948219151;0.000724086688;0.01153385056;0.005638012983;0.005048106987;0.003684669727;0.009884555289;0.0004876090414;0.002763699375;0.006858638829;0.01933817736;0.002408230179;0.007983449572;0.006411511927;0.01546671951;0.00669447475;0.006908510339;0.03075355124;0.002755134781;0.008106681361;0.01575596901;0.01889113692,biomass;glucose;product,H2_run_2;H4_run_4;H2_run_6;H4_run_5;H3_run_6;T_run_1;H2_run_4;H4_run_6;H1_run_4;H3_run_3;H2_run_5;T_run_2;H1_run_1;H3_run_1;H1_run_3;H3_run_2;H1_run_2;H4_run_2;H3_run_5;H4_run_3;H2_run_3;H1_run_6;H4_run_1;H2_run_1;H1_run_5;H3_run_4,0.148188,0,,,0.008622757869,0.148188,0.0002418959854,0,
162,400,162,1,4212,0.008618726331,0.01299744;0.004981410059;0.007877328937,0.005634499077;0.002750953329;0.002399273637;0.01151223131;0.004937297074;0.00683513422;0.009877893633;0.03076738722;0.005054511945;0.008088221152;0.01547712404;0.01890957168;0.01934857254;0.006848428408;0.00639378016;0.01018527645;0.002749255877;0.00645009435;0.003685524556;0.0068917777;0.0004875089966;0.007621919592;0.01577456463;0.0007246250996;0.007991466093;0.006689991815,biomass;glucose;product,H4_run_6;H4_run_1;H3_run_2;H2_run_4;H3_run_6;H4_run_4;H2_run_5;H1_run_6;H1_run_4;H2_run_1;H3_run_5;H3_run_4;H1_run_3;H3_run_1;H4_run_2;H2_run_6;H1_run_1;H2_run_2;H3_run_3;H2_run_3;T_run_2;H4_run_5;H1_run_5;T_run_1;H1_run_2;H4_run_3,0.138578,0,,,0.008618726331,0.138578,0.0002448531505,0,
163,400,163,1,4238,0.008614622528,0.01299202402;0.004979757833;0.007872085727,0.003686122257;0.007594131277;0.000487473926;0.002734476236;0.01579442567;0.002746900287;0.00687479408;0.00072531823;0.007999329167;0.006837273111;0.002389874531;0.0189282201;0.01018697244;0.03078338967;0.005060728077;0.008069509725;0.004925492085;0.01548705088;0.01148918296;0.00987149975;0.006810938232;0.005631378241;0.006375213747;0.01936014954;0.006684788524;0.00644555298,biomass;glucose;product,H3_run_3;H4_run_5;T_run_2;H1_run_1;H1_run_5;H4_run_1;H2_run_3;T_run_1;H1_run_2;H3_run_1;H3_run_2;H3_run_4;H2_run_6;H1_run_6;H1_run_4;H2_run_1;H3_run_6;H3_run_5;H2_run_4;H2_run_5;H4_run_4;H4_run_6;H4_run_2;H1_run_3;H4_run_3;H2_run_2,0.137140,0,,,0.008614622528,0.137140,0.0002482406134,0,
164,400,164,1,4264,0.008610434079,0.01298648319;0.004978035951;0.007866783096,0.007566417049;0.009865482947;0.006678963085;0.01894701311;0.01146478408;0.008006946285;0.0007261631157;0.006786752407;0.01549636479;0.005066655231;0.03080131537;0.008050579045;0.004912788158;0.0004875010143;0.01937277048;0.003686413181;0.002380037396;0.006355857974;0.006441399639;0.005628715119;0.01018777276;0.01581547094;0.006857601508;0.002743022495;0.006825137993;0.002719360886,biomass;glucose;product,H4_run_5;H2_run_5;H4_run_3;H3_run_4;H2_run_4;H1_run_2;T_run_1;H4_run_4;H3_run_5;H1_run_4;H1_run_6;H2_run_1;H3_run_6;T_run_2;H1_run_3;H3_run_3;H3_run_2;H4_run_2;H2_run_2;H4_run_6;H2_run_6;H1_run_5;H2_run_3;H4_run_1;H3_run_1;H1_run_1,0.146374,0,,,0.008610434079,0.146374,0.000252101151,0,
